report_date,cookie_id,customer_id,ga_session_id,event_timestamp,event_name,event_value
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/10/46/49,Event - Product View,Melatonin by Techno Food Ingredients ||| 13020-FJTECHNO-99999
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/10/48/43,Event - Product View,Melatonin (KH-MT) by Techno Food Ingredients ||| 13021-FJTECHNO-99999
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/11/14/53,Event - Product View,Turmeric Extract Polysaccharides 30% Powder by Ningbo Herb ||| 70333-NINGBOHERB-11286
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/11/16/24,Event - Product View,Organic Turmeric Extract 95% Curcuminoids Granular by Ningbo Herb ||| 106343-NINGBOHERB-11286
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/11/23/30,Event - Product View,Boswellia Extract 65% Boswellic Acid by Titration by TRG ||| 52300-TRG-11248
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/11/35/31,Event - Product View,L-Selenomethionine 5000 MD (Selenium 0.5%) by Novel Nutrientss ||| 69091-NOVEL-12874
2023-12-06,1476000961.1688151759,20248,1701893259,2023/12/06/12/07/56,Event - Product View,Sodium Selenite by Novel Nutrientss ||| 93820-NOVEL-12874
2023-12-06,1501510254.1699908070,19019,1701888428,2023/12/06/10/50/03,Event - Product View,Instant Black Tea Powder by Pioneer Herb ||| 106290-PIONEERHI-12232
2023-12-06,1508392287.1697460166,21220,1701890681,2023/12/06/11/24/58,Event - Product View,Iodide Trituration (I 1%) on DCP by Innophos ||| 99386-INNOPHOSLLC-99999
2023-12-06,1508392287.1697460166,21220,1701896282,2023/12/06/13/11/50,Event - Product View,"Molybdenum Aspartate (Mo 1%) by Innophos, LLC ||| 99389-INNOPHOSLLC-99999"
2023-12-06,1509281439.1701902559,(not set),1701902558,2023/12/06/14/52/45,Event - Product View,L-Tryptophan by Nantong Zilang BioPharma Tech ||| 106983-ZILANG-12324
2023-12-06,1527604128.1684221936,1523,1701839784,2023/12/06/24/14/46,Event - Product View,Vitamin K1 1% Powder by WanHe ||| 22250-WANHE-99999
2023-12-06,1550703301.1701874442,(not set),1701874442,2023/12/06/06/55/18,Event - Product View,"Freeze Dried Acai Organic Powder 20 Mesh by Vita Forte, Inc ||| 99902-VITAFORTE-99999"
2023-12-06,1550703301.1701874442,(not set),1701874442,2023/12/06/06/56/23,Event - Product View,Natural Peanut Flavor Powder by Custom Flavors ||| 108998-CUSFLAV-12841
2023-12-06,1550703301.1701874442,(not set),1701874442,2023/12/06/06/57/06,Event - Product View,Tapioca Starch C-400 by Cassava S/A ||| 83820-IACC-99999
2023-12-06,1575559352.1701362194,(not set),1701852897,2023/12/06/01/09/04,Event - Product View,Vitamin D3 1000IU Softgel by MB Supplements ||| 69151-MBS-99999
2023-12-06,1580035980.1649453782,647,1701879177,2023/12/06/08/13/13,Event - Product View,Ribonucleic Acid by Nanyang Biotogether ||| 87700-BIOTOGETHER-10787
2023-12-06,158266985.1650492155,14783,1701896972,2023/12/06/13/10/02,Event - Product View,Stevia Extract 98% Rebaudioside A by Skyherb ||| 108047-SKYHERB-12568
2023-12-06,158266985.1650492155,14783,1701900854,2023/12/06/14/14/24,Event - Product View,L-Carnitine Tartrate by ChengDa Pharmaceuticals ||| 11700-CHENGDA-99999
2023-12-06,158266985.1650492155,14783,1701907076,2023/12/06/15/58/10,Event - Product View,Stevia Extract 98% Rebaudioside A by Skyherb ||| 108047-SKYHERB-12568
2023-12-06,1602724947.1700188260,18119,1701911894,2023/12/06/18/06/38,Event - Product View,Riboflavin (Vitamin B2) USP by Chifeng ||| 16610-CHIFENG-99999
2023-12-06,1602724947.1700188260,18119,1701911894,2023/12/06/18/09/27,Event - Product View,L-Arginine Base by Shine Star ||| 11600-SHINESTAR-12184
2023-12-06,1602724947.1700188260,18119,1701911894,2023/12/06/18/17/26,Event - Product View,Acetyl L-Carnitine HCl by Hengtai ||| 13650-HENGTAI-99999
2023-12-06,1602724947.1700188260,18119,1701911894,2023/12/06/18/26/15,Event - Product View,Methylcobalamin by Hebei Yuxing ||| 13100-YUXING-10401
2023-12-06,160726541.1667846439,426,1701903923,2023/12/06/15/05/55,Event - Product View,Biotin (Vitamin H) by Dafeng Hegno ||| 49100-HEGNO-99999
2023-12-06,1611195511.1699237449,3147,1701877522,2023/12/06/07/46/06,Event - Product View,Reishi Sleep Aid Capsule by Fujian Xianzhilou (GanoHerb) ||| 106827-XIANZHILOU-12159
2023-12-06,1614455253.1674671988,888,1701876948,2023/12/06/07/37/06,Event - Product View,Copper BisGlycinate 26% by Aobo ||| 107042-AOBO-11080
2023-12-06,1614455253.1674671988,888,1701876948,2023/12/06/07/37/50,Event - Product View,Copper BisGlycinate 26% by Aobo ||| 107042-AOBO-11080
2023-12-06,1614455253.1674671988,888,1701894946,2023/12/06/12/35/53,Event - Product View,Magnesium Glycinate 12-14% Mg by Penglai Marine ||| 62102-PENGLAI-99999
2023-12-06,1614455253.1674671988,888,1701894946,2023/12/06/12/36/40,Event - Product View,Magnesium Glycinate 18-22% Mg by Penglai Marine ||| 62100-PENGLAI-99999
2023-12-06,1614455253.1674671988,888,1701897668,2023/12/06/13/21/23,Event - Product View,Guarana Seed Powder by Novel Nutrientss ||| 107762-NOVEL-12874
2023-12-06,1614455253.1674671988,888,1701897668,2023/12/06/13/22/33,Event - Product View,Guarana Extract 22% (GuaranaPure®) by Hi-Tech Pharma ||| 108467-HITECH-10260
2023-12-06,1614455253.1674671988,888,1701897668,2023/12/06/13/29/36,Event - Product View,Guarana Seed Powder by Novel Nutrientss ||| 107762-NOVEL-12874
2023-12-06,1614455253.1674671988,888,1701902682,2023/12/06/14/44/48,Event - Product View,D-Mannose by Huaxu Pharmaceutical ||| 61030-SJZHUAXU-11327
2023-12-06,1614470504.1685356071,16260,1701914185,2023/12/06/18/08/43,Event - Product View,Ascorbic Acid USP 40-80 Mesh by Qiyuan ||| 37800-QIYUAN-99999
2023-12-06,1616399620.1684441882,2713,1701890939,2023/12/06/11/29/12,Event - Product View,Marine Collagen by Nutratide ||| 106535-HBNUTRATIDE-10241
2023-12-06,1625918848.1701716604,1872,1701900626,2023/12/06/14/10/33,Event - Product View,Chitosan by Shandong Hailongyuan Bio-Tech ||| 106741-HAILONGYUAN-12251
2023-12-06,1628734357.1681416018,18298,1701907767,2023/12/06/16/09/55,Event - Product View,Silicon Dioxide by Sunhere ||| 84900-SUNHERE-11648
2023-12-06,163694507.1679344678,8492,1701878775,2023/12/06/08/08/22,Event - Product View,Coenzyme Q10 10% CWS by Xiamen Kingdomway Group Company ||| 47270-XMKINGDOMWAY-99999
2023-12-06,163694507.1679344678,8492,1701878775,2023/12/06/08/13/13,Event - Product View,Organic Turmeric Extract 95% Curcuminoids Granular by Ningbo Herb ||| 106343-NINGBOHERB-11286
2023-12-06,163694507.1679344678,8492,1701896631,2023/12/06/13/04/56,Event - Product View,Creatine Mono 80 Mesh by HK Pharmaceutical Technology ||| 37700-NINGXIA-10106
2023-12-06,163694507.1679344678,8492,1701900505,2023/12/06/14/09/42,Event - Product View,Shilajit Extract 20% Fulvic Acid by Novel Nutrientss ||| 85423-NOVEL-12874
2023-12-06,1642223790.1701360645,18998,1701900523,2023/12/06/14/11/31,Event - Product View,Chromium Picolinate by Shanghai Kangxin ||| 109708-KANGXIN-10501
2023-12-06,1642223790.1701360645,18998,1701900523,2023/12/06/14/15/48,Event - Product View,PQQ Disodium Salt by ComHony Biotech ||| 109114-FJCOMHONY-12881
2023-12-06,1664427364.1701877506,12973,1701888197,2023/12/06/10/43/58,Event - Product View,L-Selenomethionine 5000 DCP (Selenium 0.5%) by Stellence Pharmscience Private Limited ||| 69090-STEL
